Experiment;Season;Plot;Site;Region;Landuse;Block;Blockcode;Samplecode;Treatment;Littertype;Teabag code;Initial weight including bag, cord and label (g);Initial weight tea only (g);Ashed subsample percentage controll initial tea only (%);Ashed initial corrected weight  tea only (g);Final weight including bag and cord, no label (g);Final weight  tea only (g);Ashed final subsample percentage  (%);Ashed final corrected weight  tea only (g);Burial date;Recovery date;incubation time red and green tea (days);Massloss (g) Ash uncorrected;Massloss (g);rain.sum (mm);CLAY %;SILT %;SAND %;Soil.Class;OC %;N.D. tree (m);N.D.Mound (m);Mound type;Tree with ants;Moisture %;Temperature (C);Lat;Long;Sign of termite cheeting;Sign of hole(s);Sign of roots ;S;K
CG;Wet;200;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_CG4;Open;Green;G816;2.014;1.764;5.51;1.667;0.671;0.521;11.089;0.463;03.02.2017;19.03.2017;44;1.244;1.204;175.0546857;25.96;6.92;67.12;sandy clay loam;1.76;15.2;12.2;O;1;22.80;27.9;-2.439694991;34.83857403;NO;NO;YES;0.142139504;
CG;Wet;201;Maswa;Dry;Wild;4;Dry_W3;Dry_W3_CG4;Open;Green;G811;1.993;1.743;5.51;1.647;0.566;0.416;11.712;0.367;03.02.2017;19.03.2017;44;1.328;1.280;175.0546857;38.69;26.81;34.50;clay loam;2.55;15.2;12.2;O;1;22.00;28;-2.439694991;34.83857403;NO;NO;YES;0.076992873;
CG;Wet;202;Maswa;Dry;Wild;1;Dry_W2;Dry_W2_CG1;Open;Green;G773;1.718;1.468;5.51;1.387;0.840;0.689;12.200;0.605;03.02.2017;20.03.2017;45;0.779;0.782;175.3771051;45.27;23.60;31.12;clay;2.05;13.8;17.4;O;1;20.65;24.1;-2.439403972;34.83840496;NO;NO;YES;0.330560052;
CG;Wet;203;Maswa;Dry;Wild;2;Dry_W1;Dry_W1_CG2;Open;Green;G645;2.238;1.988;5.51;1.879;0.809;0.659;11.067;0.586;03.02.2017;20.03.2017;45;1.330;1.293;175.3771051;47.96;22.92;29.12;clay;2.88;5.13;5.13;O;1;27.00;28.4;-2.439645035;34.83836599;NO;NO;YES;0.182701763;
CG;Wet;204;Maswa;Dry;Wild;3;Dry_W4;Dry_W4_CG3;Open;Green;G814;2.148;1.898;5.51;1.794;0.683;0.532;11.500;0.471;03.02.2017;19.03.2017;44;1.366;1.322;175.0546857;28.15;25.09;46.77;sandy clay loam;2.17;7.9;7.9;O;1;21.60;30.95;-2.439599019;34.83841896;NO;NO;YES;0.124357807;
CG;Wet;205;"Mwantimba
";Wet;Agriculture;2;Wet_Ag1;Wet_Ag1_CG2;Open;Green;G621;1.925;1.675;5.51;1.583;0.741;0.590;22.042;0.460;03.02.2017;20.03.2017;45;1.085;1.123;175.3771051;45.96;14.92;39.12;clay;2.04;5.13;5.13;O;1;24.45;26.3;-2.439645035;34.83836599;NO;YES;YES;0.157704452;
CG;Wet;206;"Mwantimba
";Wet;Agriculture;1;Wet_Ag2;Wet_Ag2_CG1;Open;Green;G677;2.127;1.877;5.51;1.774;0.857;0.706;17.335;0.584;03.02.2017;20.03.2017;45;1.171;1.190;175.3771051;34.34;19.23;46.43;sandy clay loam;1.75;13.8;17.4;O;1;19.05;24.15;-2.439403972;34.83840496;NO;NO;YES;0.203358179;
CG;Wet;207;"Mwantimba
";Wet;Agriculture;4;Wet_Ag3;Wet_Ag3_CG4;Open;Green;G574;1.984;1.734;5.51;1.639;0.777;0.626;23.600;0.479;03.02.2017;19.03.2017;44;1.108;1.160;175.0546857;27.96;4.92;67.12;sandy clay loam;0.89;15.2;12.2;O;1;19.80;29.05;-2.439694991;34.83857403;NO;NO;YES;0.159224059;
CG;Wet;208;"Mwantimba
";Wet;Agriculture;3;Wet_Ag4;Wet_Ag4_CG3;Open;Green;G710;2.027;1.777;5.51;1.679;0.910;0.759;18.435;0.619;03.02.2017;19.03.2017;44;1.018;1.060;175.0546857;17.96;4.92;77.12;sandy loam;2.02;7.9;7.9;O;1;22.20;27.45;-2.439599019;34.83841896;NO;NO;YES;0.25043773;
CG;Wet;209;"Mwantimba
";Wet;Pasture;2;Wet_P1;Wet_P1_CG2;Open;Green;G604;2.039;1.789;5.51;1.691;0.748;0.597;16.352;0.500;03.02.2017;20.03.2017;45;1.192;1.191;175.3771051;31.21;11.38;57.41;sandy clay loam;1.73;5.13;5.13;O;1;24.50;24.4;-2.439645035;34.83836599;NO;NO;YES;0.163415654;
CG;Wet;210;"Mwantimba
";Wet;Pasture;4;Wet_P2;Wet_P2_CG4;Open;Green;G871;2.068;1.818;5.51;1.718;0.831;0.681;17.063;0.565;03.02.2017;19.03.2017;44;1.138;1.153;175.0546857;33.96;8.92;57.12;sandy clay loam;2.07;15.2;12.2;O;1;22.40;28.4;-2.439694991;34.83857403;NO;NO;YES;0.202638293;
CG;Wet;211;"Mwantimba
";Wet;Pasture;1;Wet_P3;Wet_P3_CG1;Open;Green;G822;2.020;1.770;5.51;1.673;0.857;0.706;17.247;0.585;03.02.2017;20.03.2017;45;1.064;1.088;175.3771051;39.96;12.92;47.12;sandy clay;1.65;13.8;17.4;O;1;16.85;23.95;-2.439403972;34.83840496;NO;NO;YES;0.227438016;
CG;Wet;215;"Mwantimba
";Wet;Wild;3;Wet_W3;Wet_W3_CG1;Open;Green;G786;2.097;1.847;5.51;1.745;0.864;0.714;12.519;0.624;03.02.2017;19.03.2017;44;1.133;1.121;175.3771051;27.96;4.92;67.12;sandy clay loam;1.04;7.9;7.9;O;1;22.45;27.45;-2.439599019;34.83841896;NO;NO;NO;0.237265923;
CG;Wet;212;"Mwantimba
";Wet;Pasture;4;Wet_P4;Wet_P4_CG3;Open;Green;G572;1.972;1.722;5.51;1.627;0.714;0.563;10.253;0.506;03.02.2017;19.03.2017;44;1.159;1.122;175.0546857;21.96;4.92;73.12;sandy clay loam;1.24;15.2;12.2;O;1;19.75;28.15;-2.439694991;34.83857403;NO;NO;YES;0.181396349;
CG;Wet;213;Handajega;Wet;Wild;3;Wet_W1;Wet_W1_CG4;Open;Green;G761;2.011;1.761;5.51;1.664;0.713;0.562;10.989;0.501;03.02.2017;19.03.2017;44;1.199;1.163;175.0546857;23.96;4.92;71.12;sandy clay loam;3.31;7.9;7.9;O;1;19.45;29.2;-2.439694991;34.83857403;NO;NO;YES;0.169627858;
CG;Wet;214;Handajega;Wet;Wild;1;Wet_W2;Wet_W2_CG3;Open;Green;G858;2.104;1.854;5.51;1.752;0.697;0.547;7.136;0.508;03.02.2017;20.03.2017;45;1.308;1.244;175.0546857;25.96;8.92;65.12;sandy clay loam;1.61;13.8;17.4;O;1;20.30;26.25;-2.439403972;34.83840496;NO;NO;YES;0.156515288;
CG;Wet;216;Handajega;Wet;Wild;2;Wet_W4;Wet_W4_CG2;Open;Green;G755;2.019;1.769;5.51;1.672;0.887;0.736;8.301;0.675;03.02.2017;20.03.2017;45;1.033;0.996;175.3771051;25.96;8.92;65.12;sandy clay loam;1.70;5.13;5.13;O;1;20.65;25.05;-2.439645035;34.83836599;YES;YES;YES;0.292115213;
CG;Wet;217;Seronera;Intermediate;Seronera;1;Local1;Local1_CG1;Open;Green;G795;1.953;1.703;5.51;1.609;0.781;0.630;8.998;0.574;03.02.2017;20.03.2017;45;1.073;1.036;175.3771051;29.08;7.20;63.73;sandy clay loam;1.10;13.8;17.4;O;1;20.05;25.5;-2.439403972;34.83840496;NO;NO;YES;0.235726532;
CG;Wet;218;Seronera;Intermediate;Seronera;2;Local2;Local2_CG2;Open;Green;G251;2.054;1.804;5.51;1.705;0.757;0.606;12.854;0.528;03.02.2017;20.03.2017;45;1.198;1.176;175.3771051;21.07;7.31;71.62;sandy clay loam;1.45;5.13;5.13;O;1;22.10;24.5;-2.439645035;34.83836599;NO;NO;YES;0.180521155;
CG;Wet;219;Seronera;Intermediate;Seronera;3;Local3;Local3_CG3;Open;Green;G727;2.027;1.777;5.51;1.679;0.707;0.556;11.604;0.491;03.02.2017;19.03.2017;44;1.221;1.188;175.0546857;21.96;4.92;73.12;sandy clay loam;1.40;7.9;7.9;O;1;21.75;27.55;-2.439599019;34.83841896;NO;YES;YES;0.159899537;
CG;Wet;220;Seronera;Intermediate;Seronera;4;Local4;Local4_CG4;Open;Green;G782;1.951;1.701;5.51;1.607;0.617;0.466;11.046;0.415;03.02.2017;19.03.2017;44;1.235;1.193;175.0546857;15.96;6.92;77.12;sandy loam;0.61;15.2;12.2;O;1;20.85;27.95;-2.439694991;34.83857403;NO;NO;YES;0.11883086;
Main;Wet;1;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T1;Open;Rooibos;R17;2.169;1.919;5.51;1.813;1.021;0.870;17.919;0.714;31.01.2017;24.03.2017;52;1.049;1.099;194.4383925;12.57;0.97;86.47;loamy sand;1.02;26.4;41;M;1;14.75;24.7;-3.397861;34.837608;NO;YES;NO;;
Main;Wet;2;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T2;Open;Rooibos;R121;2.165;1.915;5.51;1.810;1.307;1.157;5.622;1.092;31.01.2017;24.03.2017;52;0.758;0.718;194.4383925;12.57;0.97;86.47;loamy sand;2.02;22.4;39.8;M;1;13.10;24.9;-3.397879042;34.83753601;NO;NO;NO;;0.038259352
Main;Wet;3;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T3;Open;Rooibos;R158;2.296;2.046;5.51;1.933;;;;;31.01.2017;25.03.2017;53;;;;12.57;0.97;86.47;loamy sand;3.02;;;;;14.65;24.7;-3.397874;34.837579;NO;NO;NO;;
Main;Wet;4;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T4;Open;Rooibos;R115;2.312;2.062;5.51;1.948;1.408;1.257;5.392;1.189;31.01.2017;24.03.2017;52;0.805;0.759;194.4383925;12.57;0.97;86.47;loamy sand;4.02;;;;;17.40;25.55;-3.39777804;34.83751204;NO;NO;YES;;
Main;Wet;5;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T5;Open;Rooibos;R502;2.184;1.934;5.51;1.828;1.382;1.232;4.621;1.175;31.01.2017;24.03.2017;52;0.703;0.653;194.4383925;12.57;0.97;86.47;loamy sand;5.02;28.4;36.4;M;1;12.10;25.1;-3.397802012;34.83751204;NO;NO;NO;;0.021886716
Main;Wet;6;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T6;Open;Rooibos;R177;2.153;1.903;5.51;1.798;1.427;1.277;14.464;1.092;31.01.2017;24.03.2017;52;0.627;0.706;194.4383925;12.57;0.97;86.47;loamy sand;6.02;32.4;31;M;1;13.45;25.1;-3.39773898;34.83750198;NO;NO;YES;;0.038705145
Main;Wet;7;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T7;Open;Rooibos;R531;2.101;1.851;5.51;1.749;1.443;1.292;3.163;1.252;31.01.2017;24.03.2017;52;0.559;0.498;194.4383925;12.57;0.97;86.47;loamy sand;7.02;36;43.4;M;1;9.85;26.2;-3.397763036;34.83760097;NO;NO;NO;;0.020077489
Main;Wet;8;Makao;Dry;Agriculture;1;Dry_Ag1;Dry_Ag1_T8;Open;Rooibos;R406;2.174;1.924;5.51;1.818;1.428;1.277;2.529;1.245;31.01.2017;24.03.2017;52;0.647;0.573;194.4383925;12.57;0.97;86.47;loamy sand;8.02;36;38.4;M;;10.60;25.5;-3.397732023;34.83756199;NO;NO;YES;;0.022936858
Main;Wet;9;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T1;Open;Rooibos;R169;2.201;1.951;5.51;1.844;2.834;2.683;95.287;0.126;31.01.2017;24.03.2017;52;-0.732;1.717;194.4383925;21.13;3.09;75.78;sandy clay loam;0.46;10.8;28.4;M;0;14.50;24.4;-3.397829002;34.83701197;YES;YES;NO;;
Main;Wet;10;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T2;Open;Rooibos;R91;2.133;1.883;5.51;1.779;1.363;1.212;4.356;1.159;31.01.2017;24.03.2017;52;0.671;0.620;194.4383925;21.13;3.09;75.78;sandy clay loam;1.46;16.8;30;M;0;14.65;24.3;-3.397811987;34.83696898;NO;NO;NO;;0.034679148
Main;Wet;11;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T3;Open;Rooibos;R446;2.268;2.018;5.51;1.907;1.422;1.272;5.178;1.206;31.01.2017;24.03.2017;52;0.746;0.701;194.4383925;21.13;3.09;75.78;sandy clay loam;2.46;11.4;24.4;M;0;21.10;24.05;-3.39779296;34.837103;NO;NO;NO;;0.034068552
Main;Wet;12;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T4;Open;Rooibos;R409;2.200;1.950;5.51;1.843;;;;;31.01.2017;24.03.2017;52;;;;21.13;3.09;75.78;sandy clay loam;3.46;;;;;25.80;21.7;-3.397905026;34.83712303;NO;NO;NO;;
Main;Wet;13;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T5;Open;Rooibos;R450;2.225;1.975;5.51;1.866;0.919;0.769;41.215;0.452;31.01.2017;24.03.2017;52;1.207;1.414;194.4383925;21.13;3.09;75.78;sandy clay loam;4.46;11.4;31;M;0;20.80;23.4;-3.39790402;34.83702798;NO;YES;YES;;
Main;Wet;14;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T6;Open;Rooibos;R382;2.221;1.971;5.51;1.862;1.794;1.643;87.890;0.199;31.01.2017;24.03.2017;52;0.328;1.663;194.4383925;21.13;3.09;75.78;sandy clay loam;5.46;28.4;42.4;M;0;15.70;24.1;-3.397854986;34.83687401;NO;YES;YES;;
Main;Wet;15;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T7;Open;Rooibos;R415;2.216;1.966;5.51;1.858;2.960;2.809;78.642;0.600;31.01.2017;24.03.2017;52;-0.843;1.258;194.4383925;21.13;3.09;75.78;sandy clay loam;6.46;15.8;30.4;M;0;23.90;23.95;-3.397806035;34.83702396;YES;YES;YES;;
Main;Wet;16;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T8;Open;Rooibos;R519;2.210;1.960;5.51;1.852;1.428;1.278;5.871;1.203;31.01.2017;24.03.2017;52;0.683;0.650;194.4383925;21.13;3.09;75.78;sandy clay loam;7.46;8;12.4;M;0;17.50;24.05;-3.397766976;34.83718104;NO;YES;YES;;0.029104439
Main;Wet;17;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T1;Open;Rooibos;R542;2.201;1.951;5.51;1.844;1.623;1.472;7.361;1.364;01.02.2017;24.03.2017;51;0.479;0.480;185.6300658;54.08;21.26;24.65;clay;1.84;;;;;35.90;21.35;-3.385409033;34.81890103;NO;NO;YES;;0.01807632
Main;Wet;18;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T2;Open;Rooibos;R128;2.237;1.987;5.51;1.878;1.790;1.639;6.472;1.533;01.02.2017;24.03.2017;51;0.348;0.344;185.6300658;54.08;21.26;24.65;clay;2.84;;;;;36.95;21.35;-3.385375002;34.81894;NO;NO;NO;;0.01238148
Main;Wet;19;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T3;Open;Rooibos;R82;2.249;1.999;5.51;1.889;1.514;1.363;11.013;1.213;01.02.2017;24.03.2017;51;0.636;0.676;185.6300658;54.08;21.26;24.65;clay;3.84;;;;;39.30;21.1;-3.385358993;34.81899197;NO;NO;NO;;0.040952986
Main;Wet;20;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T4;Open;Rooibos;R50;2.249;1.999;5.51;1.889;1.510;1.359;8.413;1.245;01.02.2017;24.03.2017;51;0.640;0.644;185.6300658;54.08;21.26;24.65;clay;4.84;;;;;40.05;21.35;-3.385396963;34.81897797;NO;NO;NO;;0.031079041
Main;Wet;21;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T5;Open;Rooibos;R529;2.157;1.907;5.51;1.802;1.439;1.288;6.993;1.198;01.02.2017;24.03.2017;51;0.619;0.604;185.6300658;54.08;21.26;24.65;clay;5.84;;;;;34.15;20.6;-3.385401992;34.81894604;NO;NO;YES;;0.032002884
Main;Wet;22;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T6;Open;Rooibos;R363;2.166;1.916;5.51;1.811;1.516;1.366;3.508;1.318;01.02.2017;24.03.2017;51;0.550;0.493;185.6300658;54.08;21.26;24.65;clay;6.84;;;;;34.55;21.5;-3.385447003;34.81894696;NO;NO;NO;;0.021525632
Main;Wet;23;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T7;Open;Rooibos;R190;2.224;1.974;5.51;1.865;1.502;1.351;3.039;1.310;01.02.2017;24.03.2017;51;0.623;0.555;185.6300658;54.08;21.26;24.65;clay;7.84;;;;;34.50;20.65;-3.385420013;34.81885602;NO;NO;NO;;0.026653146
Main;Wet;24;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T8;Open;Rooibos;R144;2.143;1.893;5.51;1.789;1.608;1.457;4.966;1.385;01.02.2017;24.03.2017;51;0.436;0.404;185.6300658;54.08;21.26;24.65;clay;8.84;;;;;36.95;21.1;-3.385382965;34.81887798;NO;NO;YES;;0.016573529
Main;Wet;25;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T1;Open;Rooibos;R279;2.161;1.911;5.51;1.806;1.619;1.469;2.704;1.429;01.02.2017;24.03.2017;51;0.443;0.377;185.6300658;51.96;18.92;29.12;clay;1.85;;;;;36.85;21.35;-3.384912992;34.81889902;NO;NO;NO;;0.013187936
Main;Wet;26;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T2;Open;Rooibos;R148;2.149;1.899;5.51;1.794;1.574;1.424;3.347;1.376;01.02.2017;24.03.2017;51;0.476;0.419;185.6300658;51.96;18.92;29.12;clay;2.85;;;;;31.30;20.7;-3.384969;34.818908;NO;NO;NO;;0.017705324
Main;Wet;27;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T3;Open;Rooibos;R112;2.261;2.011;5.51;1.900;1.358;1.208;6.111;1.134;01.02.2017;24.03.2017;51;0.803;0.766;185.6300658;51.96;18.92;29.12;clay;3.85;;;;;28.90;21.4;-3.384935036;34.81894302;NO;NO;NO;;0.037674246
Main;Wet;28;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T4;Open;Rooibos;R436;2.224;1.974;5.51;1.865;1.530;1.379;4.175;1.321;01.02.2017;24.03.2017;51;0.595;0.544;185.6300658;51.96;18.92;29.12;clay;4.85;;;;;33.40;20.6;-3.385007037;34.81888896;NO;NO;NO;;0.022630296
Main;Wet;29;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T5;Open;Rooibos;R386;2.231;1.981;5.51;1.872;1.594;1.444;10.998;1.285;01.02.2017;24.03.2017;51;0.538;0.587;185.6300658;51.96;18.92;29.12;clay;5.85;;;;;28.40;21.05;-3.384948028;34.81885401;NO;YES;YES;;0.026130753
Main;Wet;30;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T6;Open;Rooibos;R507;2.192;1.942;5.51;1.835;1.352;1.202;4.821;1.144;01.02.2017;24.03.2017;51;0.741;0.691;185.6300658;51.96;18.92;29.12;clay;6.85;;;;;26.90;20.7;-3.38496496;34.81879097;NO;NO;YES;;0.03717386
Main;Wet;31;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T7;Open;Rooibos;R141;2.203;1.953;5.51;1.845;1.320;1.169;5.550;1.104;01.02.2017;24.03.2017;51;0.784;0.741;185.6300658;51.96;18.92;29.12;clay;7.85;;;;;33.00;20.95;-3.384840991;34.818839;NO;NO;YES;;0.047563753
Main;Wet;32;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T8;Open;Rooibos;R396;2.140;1.890;5.51;1.786;1.346;1.196;7.576;1.105;01.02.2017;24.03.2017;51;0.694;0.681;185.6300658;51.96;18.92;29.12;clay;8.85;;;;;32.85;20.9;-3.384901006;34.81897999;NO;NO;YES;;0.040650437
Main;Wet;33;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T1;Open;Rooibos;R109;2.209;1.959;5.51;1.851;0.415;0.264;0.000;0.264;30.01.2017;26.03.2017;55;1.695;1.587;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;9.5;17.2;G;0;30.50;25.25;-3.409203999;34.85275101;YES;YES;NO;;
Main;Wet;34;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T2;Open;Rooibos;R153;2.220;1.970;5.51;1.862;0.345;0.195;0.000;0.195;30.01.2017;26.03.2017;55;1.776;1.667;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;6.5;14.2;G;0;21.00;25.55;-3.409235012;34.85278202;YES;YES;NO;;
Main;Wet;35;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T3;Open;Rooibos;R64;2.288;2.038;5.51;1.926;1.615;1.464;5.305;1.387;30.01.2017;26.03.2017;55;0.574;0.539;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;0.7;10.6;G;0;10.90;24.45;-3.409177009;34.85281899;NO;NO;NO;;0.020304069
Main;Wet;36;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T4;Open;Rooibos;R126;2.240;1.990;5.51;1.880;1.618;1.467;3.290;1.419;30.01.2017;26.03.2017;55;0.523;0.461;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;3.3;4.9;G;1;14.10;24.75;-3.40917198;34.85296098;YES;NO;YES;;0.016011759
Main;Wet;37;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T5;Open;Rooibos;R63;2.175;1.925;5.51;1.819;1.362;1.211;70.931;0.352;30.01.2017;26.03.2017;55;0.714;1.467;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;8.3;27.8;G;0;19.30;24.55;-3.409070978;34.85271203;YES;YES;YES;;
Main;Wet;38;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T6;Open;Rooibos;R87;2.293;2.043;5.51;1.931;1.140;0.989;21.802;0.774;30.01.2017;26.03.2017;55;1.054;1.157;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;2;20.4;O;0;20.90;24.1;-3.409280023;34.85261296;YES;YES;NO;;
Main;Wet;39;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T7;Open;Rooibos;R437;2.197;1.947;5.51;1.840;1.453;1.303;3.664;1.255;30.01.2017;26.03.2017;55;0.645;0.585;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;2.4;18;G;1;26.90;23.3;-3.40938597;34.85285503;NO;NO;YES;;0.03229172
Main;Wet;40;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T8;Open;Rooibos;R114;2.245;1.995;5.51;1.885;2.227;2.076;24.827;1.561;30.01.2017;26.03.2017;55;-0.081;0.324;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;8.7;19.3;G;0;31.90;23.9;-3.409153959;34.85275503;NO;YES;NO;;0.012060111
Main;Wet;41;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T1;Open;Rooibos;R521;2.144;1.894;5.51;1.790;1.512;1.361;6.873;1.268;31.01.2017;26.03.2017;54;0.533;0.522;214.2628987;19.96;4.92;75.12;sandy loam;1.64;4;19.1;G;0;21.90;24.5;-3.408342004;34.85028304;NO;NO;NO;;0.032145822
Main;Wet;42;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T2;Open;Rooibos;R371;2.253;2.003;5.51;1.893;1.649;1.498;2.663;1.459;31.01.2017;26.03.2017;54;0.505;0.434;214.2628987;19.96;4.92;75.12;sandy loam;1.64;5.9;12.7;G;0;19.00;22.95;-3.408407969;34.85029503;NO;NO;NO;;0.015177071
Main;Wet;43;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T3;Open;Rooibos;R376;2.177;1.927;5.51;1.821;1.353;1.203;6.779;1.121;31.01.2017;26.03.2017;54;0.725;0.700;214.2628987;19.96;4.92;75.12;sandy loam;1.64;5;26.3;G;0;18.30;21.8;-3.408236979;34.85019;YES;YES;NO;;0.038190719
Main;Wet;44;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T4;Open;Rooibos;R166;2.222;1.972;5.51;1.863;1.610;1.460;4.868;1.388;31.01.2017;26.03.2017;54;0.513;0.475;214.2628987;19.96;4.92;75.12;sandy loam;1.64;2.6;39.2;G;0;20.60;22.65;-3.408152992;34.85016896;NO;NO;YES;;0.023898641
Main;Wet;45;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T5;Open;Rooibos;R469;2.231;1.981;5.51;1.872;1.580;1.430;3.525;1.379;31.01.2017;26.03.2017;54;0.551;0.493;214.2628987;19.96;4.92;75.12;sandy loam;1.64;2.3;9.3;O;0;24.40;22.15;-3.408178976;34.85051698;NO;NO;NO;;0.019011348
Main;Wet;46;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T6;Open;Rooibos;R86;2.242;1.992;5.51;1.882;;;;;31.01.2017;26.03.2017;54;;;214.2628987;19.96;4.92;75.12;sandy loam;1.64;;;;;22.50;20.1;-3.408473013;34.85040198;NO;NO;NO;;
Main;Wet;47;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T7;Open;Rooibos;R146;2.201;1.951;5.51;1.844;1.651;1.500;7.359;1.390;31.01.2017;26.03.2017;54;0.451;0.454;214.2628987;19.96;4.92;75.12;sandy loam;1.64;5.2;5.2;G;0;23.70;22.6;-3.408481982;34.85002404;NO;YES;YES;;0.017631499
Main;Wet;48;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T8;Open;Rooibos;R72;2.235;1.985;5.51;1.876;1.636;1.485;4.665;1.416;31.01.2017;26.03.2017;54;0.500;0.460;214.2628987;19.96;4.92;75.12;sandy loam;1.64;7.3;27.2;M;0;21.80;21.65;-3.408199009;34.85025496;NO;NO;YES;;0.019620524
Main;Wet;49;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T1;Open;Rooibos;R28;2.103;1.853;5.51;1.751;1.599;1.449;11.563;1.281;31.01.2017;26.03.2017;54;0.405;0.470;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;10.4;36;M;1;26.20;26.55;-3.406225992;34.85055998;NO;YES;YES;;0.025859563
Main;Wet;50;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T2;Open;Rooibos;R5;2.180;1.930;5.51;1.824;0.328;0.177;0.000;0.177;31.01.2017;26.03.2017;54;1.753;1.647;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;10;22.5;M;1;31.40;22.4;-3.40626304;34.85056601;NO;NO;NO;;
Main;Wet;51;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T3;Open;Rooibos;R85;2.193;1.943;5.51;1.836;1.599;1.448;6.001;1.361;31.01.2017;26.03.2017;54;0.495;0.475;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;3;18;O;0;20.20;27.4;-3.406392038;34.85069602;NO;NO;YES;;0.020667252
Main;Wet;52;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T4;Open;Rooibos;R513;2.139;1.889;5.51;1.785;1.628;1.477;11.074;1.314;31.01.2017;26.03.2017;54;0.412;0.471;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;13.4;67;M;1;29.80;25.8;-3.406157;34.850739;NO;YES;NO;;0.02279438
Main;Wet;53;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T5;Open;Rooibos;R399;2.139;1.889;5.51;1.785;;;;;31.01.2017;26.03.2017;54;;;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;;;;;20.20;22.2;-3.406114;34.850596;NO;NO;NO;;
